Date;Hour;Benceno (µg/m3);CO (mg/m3);CO - ICA;CO 8h (mg/m3);Etilbenceno (µg/m3);NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);Ortoxileno (µg/m3);PM10 (µg/m3);PM10 - ICA;PM2,5 (µg/m3);PM2,5 - ICA;Tolueno (µg/m3)
27/07/2017;20:00;0,07;0,19;"Muy buena / ";0,19;0,04;4;14;Muy buena / Oso ona;20;;14;Muy buena / Oso ona;20;Muy buena / Oso ona;0,35
27/07/2017;19:00;0,03;0,2;"Muy buena / ";0,18;0,04;2;12;Muy buena / Oso ona;15;;14;Muy buena / Oso ona;13;Muy buena / Oso ona;0,35
27/07/2017;18:00;0,03;0,21;"Muy buena / ";0,17;0,04;4;10;Muy buena / Oso ona;16;;14;Muy buena / Oso ona;17;Muy buena / Oso ona;0,29
27/07/2017;17:00;0,03;0,21;"Muy buena / ";0,17;0,04;3;11;Muy buena / Oso ona;16;0,2;19;Muy buena / Oso ona;17;Muy buena / Oso ona;0,62
27/07/2017;16:00;0,05;0,22;"Muy buena / ";0,18;0,04;3;13;Muy buena / Oso ona;18;0,24;19;Muy buena / Oso ona;11;Muy buena / Oso ona;0,68
27/07/2017;15:00;0,05;0,2;"Muy buena / ";0,19;0,04;4;15;Muy buena / Oso ona;20;0,13;14;Muy buena / Oso ona;8;Muy buena / Oso ona;0,73
27/07/2017;14:00;0,06;0,16;"Muy buena / ";0,21;0,04;4;13;Muy buena / Oso ona;19;0,45;17;Muy buena / Oso ona;3;Muy buena / Oso ona;0,7
27/07/2017;13:00;0,16;0,13;"Muy buena / ";0,21;0,04;5;14;Muy buena / Oso ona;21;0,84;19;Muy buena / Oso ona;1;Muy buena / Oso ona;1,07
27/07/2017;12:00;0,12;0,13;"Muy buena / ";0,22;0,04;7;17;Muy buena / Oso ona;27;2,57;16;Muy buena / Oso ona;1;Muy buena / Oso ona;1,53
27/07/2017;11:00;0,15;0,13;"Muy buena / ";0,22;0,04;6;17;Muy buena / Oso ona;26;2,33;19;Muy buena / Oso ona;2;Muy buena / Oso ona;1,84
27/07/2017;10:00;0,76;0,16;"Muy buena / ";0,24;0,04;9;23;Muy buena / Oso ona;37;3,39;34;Muy buena / Oso ona;12;Muy buena / Oso ona;4,39
27/07/2017;09:00;0,99;0,24;"Muy buena / ";0,24;0,04;30;41;Muy buena / Oso ona;87;2,79;49;Buena / Ona;22;Muy buena / Oso ona;6,44
27/07/2017;08:00;1,2;0,31;"Muy buena / ";0,23;0,04;59;43;Muy buena / Oso ona;134;2,42;36;Muy buena / Oso ona;21;Muy buena / Oso ona;7,99
27/07/2017;07:00;0,83;0,29;"Muy buena / ";;0,04;60;37;Muy buena / Oso ona;128;1,6;32;Muy buena / Oso ona;16;Muy buena / Oso ona;4,51
27/07/2017;06:00;0,83;0,26;"Muy buena / ";;0,04;53;33;Muy buena / Oso ona;114;1,12;23;Muy buena / Oso ona;19;Muy buena / Oso ona;3,66
27/07/2017;05:00;0,58;0,19;"Muy buena / ";;0,04;30;31;Muy buena / Oso ona;76;1,05;14;Muy buena / Oso ona;14;Muy buena / Oso ona;2,37
27/07/2017;04:00;0,5;;"Sin datos / ";;0,04;1;13;Muy buena / Oso ona;15;0,67;34;Muy buena / Oso ona;19;Muy buena / Oso ona;2,17
27/07/2017;03:00;0,58;0,13;"Muy buena / ";;0,04;2;22;Muy buena / Oso ona;24;0,95;41;Buena / Ona;29;Buena / Ona;2,68
27/07/2017;02:00;0,49;0,17;"Muy buena / ";0,19;0,04;1;28;Muy buena / Oso ona;30;0,81;34;Muy buena / Oso ona;32;Buena / Ona;2,43
27/07/2017;01:00;0,53;0,2;"Muy buena / ";0,19;0,04;1;20;Muy buena / Oso ona;22;0,69;24;Muy buena / Oso ona;32;Buena / Ona;2,03
26/07/2017;24:00;0,49;0,2;"Muy buena / ";0,18;0,04;1;19;Muy buena / Oso ona;20;0,5;20;Muy buena / Oso ona;18;Muy buena / Oso ona;1,12
26/07/2017;23:00;0,93;0,18;"Muy buena / ";0,18;0,04;1;20;Muy buena / Oso ona;20;0,45;25;Muy buena / Oso ona;32;Buena / Ona;1,16
26/07/2017;22:00;;0,22;"Muy buena / ";0,18;;1;28;Muy buena / Oso ona;29;;29;Muy buena / Oso ona;40;Buena / Ona;
26/07/2017;21:00;0,21;0,22;"Muy buena / ";0,17;0,04;1;30;Muy buena / Oso ona;31;;21;Muy buena / Oso ona;32;Buena / Ona;1,11
26/07/2017;20:00;0,05;0,19;"Muy buena / ";0,17;0,04;5;27;Muy buena / Oso ona;34;;15;Muy buena / Oso ona;13;Muy buena / Oso ona;0,57
26/07/2017;19:00;0,03;0,16;"Muy buena / ";0,16;0,04;3;16;Muy buena / Oso ona;20;;14;Muy buena / Oso ona;6;Muy buena / Oso ona;0,57
26/07/2017;18:00;0,06;0,18;"Muy buena / ";0,17;0,04;3;17;Muy buena / Oso ona;22;;13;Muy buena / Oso ona;5;Muy buena / Oso ona;0,75
26/07/2017;17:00;0,03;0,17;"Muy buena / ";0,17;0,04;5;16;Muy buena / Oso ona;23;;10;Muy buena / Oso ona;6;Muy buena / Oso ona;0,67
26/07/2017;16:00;0,03;0,16;"Muy buena / ";0,17;0,04;5;13;Muy buena / Oso ona;21;;10;Muy buena / Oso ona;6;Muy buena / Oso ona;0,55
26/07/2017;15:00;0,03;0,15;"Muy buena / ";0,18;0,04;4;11;Muy buena / Oso ona;18;0,12;6;Muy buena / Oso ona;4;Muy buena / Oso ona;0,34
26/07/2017;14:00;0,07;0,17;"Muy buena / ";0,19;0,04;3;10;Muy buena / Oso ona;15;0,26;9;Muy buena / Oso ona;2;Muy buena / Oso ona;0,67
26/07/2017;13:00;0,03;0,19;"Muy buena / ";0,21;0,04;5;15;Muy buena / Oso ona;23;0,14;8;Muy buena / Oso ona;2;Muy buena / Oso ona;0,75
26/07/2017;12:00;0,03;0,16;"Muy buena / ";0,2;0,04;5;13;Muy buena / Oso ona;20;0,61;7;Muy buena / Oso ona;3;Muy buena / Oso ona;1,01
26/07/2017;11:00;0,07;0,16;"Muy buena / ";0,2;0,04;7;18;Muy buena / Oso ona;29;1,39;12;Muy buena / Oso ona;5;Muy buena / Oso ona;0,82
26/07/2017;10:00;0,17;0,17;"Muy buena / ";0,2;0,04;8;21;Muy buena / Oso ona;33;0,54;12;Muy buena / Oso ona;7;Muy buena / Oso ona;1,13
26/07/2017;09:00;0,15;0,21;"Muy buena / ";0,2;0,04;13;28;Muy buena / Oso ona;47;0,48;12;Muy buena / Oso ona;9;Muy buena / Oso ona;1,32
26/07/2017;08:00;0,32;0,2;"Muy buena / ";0,19;0,04;15;31;Muy buena / Oso ona;53;0,65;15;Muy buena / Oso ona;13;Muy buena / Oso ona;1,64
26/07/2017;07:00;0,99;0,23;"Muy buena / ";0,18;0,04;21;33;Muy buena / Oso ona;65;1,76;21;Muy buena / Oso ona;18;Muy buena / Oso ona;4,6
26/07/2017;06:00;0,47;0,35;"Muy buena / ";0,17;0,04;56;40;Muy buena / Oso ona;125;0,31;14;Muy buena / Oso ona;14;Muy buena / Oso ona;1,1
26/07/2017;05:00;0,24;0,14;"Muy buena / ";0,13;0,04;;;Sin datos / Daturik gabe;15;0,25;13;Muy buena / Oso ona;13;Muy buena / Oso ona;0,77
26/07/2017;04:00;0,2;0,14;"Muy buena / ";0,13;0,04;;;Sin datos / Daturik gabe;12;0,33;19;Muy buena / Oso ona;17;Muy buena / Oso ona;0,83
26/07/2017;03:00;0,19;0,14;"Muy buena / ";0,14;0,04;;;Sin datos / Daturik gabe;22;0,61;20;Muy buena / Oso ona;18;Muy buena / Oso ona;1,62
26/07/2017;02:00;0,06;0,14;"Muy buena / ";0,14;0,04;;;Sin datos / Daturik gabe;20;;15;Muy buena / Oso ona;19;Muy buena / Oso ona;1,1
26/07/2017;01:00;0,23;0,12;"Muy buena / ";0,13;0,04;;;Sin datos / Daturik gabe;12;;12;Muy buena / Oso ona;13;Muy buena / Oso ona;0,61
25/07/2017;24:00;0,07;0,13;"Muy buena / ";0,14;0,04;;;Sin datos / Daturik gabe;12;;13;Muy buena / Oso ona;13;Muy buena / Oso ona;0,3
25/07/2017;23:00;0,54;0,13;"Muy buena / ";0,13;0,04;;;Sin datos / Daturik gabe;16;;13;Muy buena / Oso ona;13;Muy buena / Oso ona;0,44
25/07/2017;22:00;;0,15;"Muy buena / ";0,13;;2;18;Muy buena / Oso ona;19;;15;Muy buena / Oso ona;13;Muy buena / Oso ona;
25/07/2017;21:00;0,03;0,15;"Muy buena / ";0,13;0,04;1;14;Muy buena / Oso ona;16;;16;Muy buena / Oso ona;12;Muy buena / Oso ona;0,27
25/07/2017;20:00;0,03;0,14;"Muy buena / ";0,13;0,04;2;14;Muy buena / Oso ona;16;;15;Muy buena / Oso ona;12;Muy buena / Oso ona;0,26
25/07/2017;19:00;0,03;0,14;"Muy buena / ";0,13;0,04;2;11;Muy buena / Oso ona;13;;13;Muy buena / Oso ona;11;Muy buena / Oso ona;0,2
25/07/2017;18:00;0,03;0,13;"Muy buena / ";0,12;0,04;2;10;Muy buena / Oso ona;12;;14;Muy buena / Oso ona;8;Muy buena / Oso ona;0,25
25/07/2017;17:00;0,03;0,14;"Muy buena / ";;0,04;3;11;Muy buena / Oso ona;16;;13;Muy buena / Oso ona;7;Muy buena / Oso ona;0,19
25/07/2017;16:00;0,03;0,12;"Muy buena / ";;0,04;1;8;Muy buena / Oso ona;10;;12;Muy buena / Oso ona;8;Muy buena / Oso ona;
25/07/2017;15:00;0,03;0,12;"Muy buena / ";;0,04;2;6;Muy buena / Oso ona;9;;12;Muy buena / Oso ona;11;Muy buena / Oso ona;
25/07/2017;14:00;0,03;0,12;"Muy buena / ";;0,04;2;11;Muy buena / Oso ona;14;;11;Muy buena / Oso ona;7;Muy buena / Oso ona;0,2
25/07/2017;13:00;0,03;0,12;"Muy buena / ";;0,04;2;9;Muy buena / Oso ona;12;;11;Muy buena / Oso ona;5;Muy buena / Oso ona;0,19
25/07/2017;12:00;0,06;0,12;"Muy buena / ";;0,04;3;11;Muy buena / Oso ona;15;;6;Muy buena / Oso ona;5;Muy buena / Oso ona;0,18
25/07/2017;11:00;0,07;;"Sin datos / ";;0,04;2;10;Muy buena / Oso ona;13;;8;Muy buena / Oso ona;3;Muy buena / Oso ona;0,51
25/07/2017;10:00;0,03;0,12;"Muy buena / ";;0,04;2;12;Muy buena / Oso ona;15;;7;Muy buena / Oso ona;5;Muy buena / Oso ona;
25/07/2017;09:00;0,03;;"Sin datos / ";;0,04;1;9;Muy buena / Oso ona;9;;7;Muy buena / Oso ona;4;Muy buena / Oso ona;
25/07/2017;08:00;0,03;;"Sin datos / ";;0,04;;;Sin datos / Daturik gabe;7;;6;Muy buena / Oso ona;3;Muy buena / Oso ona;
25/07/2017;07:00;0,03;;"Sin datos / ";;0,04;;;Sin datos / Daturik gabe;12;;6;Muy buena / Oso ona;2;Muy buena / Oso ona;
25/07/2017;06:00;0,03;;"Sin datos / ";;0,04;;;Sin datos / Daturik gabe;7;;7;Muy buena / Oso ona;2;Muy buena / Oso ona;
25/07/2017;05:00;0,03;;"Sin datos / ";;0,04;;;Sin datos / Daturik gabe;6;;8;Muy buena / Oso ona;4;Muy buena / Oso ona;
25/07/2017;04:00;0,03;;"Sin datos / ";;0,04;;;Sin datos / Daturik gabe;5;;6;Muy buena / Oso ona;5;Muy buena / Oso ona;
25/07/2017;03:00;0,03;;"Sin datos / ";;0,04;;;Sin datos / Daturik gabe;5;;3;Muy buena / Oso ona;2;Muy buena / Oso ona;
25/07/2017;02:00;0,03;;"Sin datos / ";;0,04;;;Sin datos / Daturik gabe;4;;9;Muy buena / Oso ona;4;Muy buena / Oso ona;
25/07/2017;01:00;0,03;;"Sin datos / ";;0,04;;;Sin datos / Daturik gabe;6;;15;Muy buena / Oso ona;6;Muy buena / Oso ona;
24/07/2017;24:00;0,03;;"Sin datos / ";;0,04;1;7;Muy buena / Oso ona;9;;10;Muy buena / Oso ona;4;Muy buena / Oso ona;
24/07/2017;23:00;0,39;;"Sin datos / ";0,12;0,04;;;Sin datos / Daturik gabe;6;;3;Muy buena / Oso ona;2;Muy buena / Oso ona;
24/07/2017;22:00;;;"Sin datos / ";0,12;;;;Sin datos / Daturik gabe;9;;3;Muy buena / Oso ona;3;Muy buena / Oso ona;
24/07/2017;21:00;0,03;0,12;"Muy buena / ";0,12;0,04;1;12;Muy buena / Oso ona;14;;6;Muy buena / Oso ona;3;Muy buena / Oso ona;0,42
24/07/2017;20:00;0,11;0,13;"Muy buena / ";0,12;0,04;2;13;Muy buena / Oso ona;16;;8;Muy buena / Oso ona;10;Muy buena / Oso ona;1,02
24/07/2017;19:00;0,03;0,15;"Muy buena / ";0,12;0,04;4;14;Muy buena / Oso ona;21;;6;Muy buena / Oso ona;8;Muy buena / Oso ona;0,2
24/07/2017;18:00;0,03;0,13;"Muy buena / ";0,12;0,04;3;11;Muy buena / Oso ona;15;;3;Muy buena / Oso ona;2;Muy buena / Oso ona;
24/07/2017;17:00;0,03;0,1;"Muy buena / ";0,12;0,04;;;Sin datos / Daturik gabe;4;;6;Muy buena / Oso ona;1;Muy buena / Oso ona;
24/07/2017;16:00;0,03;0,11;"Muy buena / ";0,12;0,04;1;4;Muy buena / Oso ona;6;;3;Muy buena / Oso ona;2;Muy buena / Oso ona;
24/07/2017;15:00;0,03;;"Sin datos / ";0,13;0,04;1;3;Muy buena / Oso ona;5;;7;Muy buena / Oso ona;4;Muy buena / Oso ona;0,09
24/07/2017;14:00;0,03;0,16;"Muy buena / ";0,13;0,04;4;9;Muy buena / Oso ona;15;;5;Muy buena / Oso ona;4;Muy buena / Oso ona;
24/07/2017;13:00;0,03;0,15;"Muy buena / ";0,13;0,04;5;9;Muy buena / Oso ona;16;;2;Muy buena / Oso ona;1;Muy buena / Oso ona;
24/07/2017;12:00;0,03;0,12;"Muy buena / ";0,13;0,04;1;5;Muy buena / Oso ona;7;;2;Muy buena / Oso ona;0;Muy buena / Oso ona;
24/07/2017;11:00;0,03;0,14;"Muy buena / ";0,13;0,04;4;9;Muy buena / Oso ona;15;;2;Muy buena / Oso ona;0;Muy buena / Oso ona;
24/07/2017;10:00;0,03;0,12;"Muy buena / ";0,13;0,04;1;4;Muy buena / Oso ona;6;;2;Muy buena / Oso ona;0;Muy buena / Oso ona;
24/07/2017;09:00;0,03;0,12;"Muy buena / ";0,13;0,04;1;4;Muy buena / Oso ona;7;;2;Muy buena / Oso ona;0;Muy buena / Oso ona;
24/07/2017;08:00;0,03;0,13;"Muy buena / ";0,13;0,04;2;9;Muy buena / Oso ona;11;;2;Muy buena / Oso ona;1;Muy buena / Oso ona;0,11
24/07/2017;07:00;0,03;0,14;"Muy buena / ";0,13;0,04;4;11;Muy buena / Oso ona;16;;2;Muy buena / Oso ona;1;Muy buena / Oso ona;
24/07/2017;06:00;0,03;0,14;"Muy buena / ";0,13;0,04;1;10;Muy buena / Oso ona;12;1,07;9;Muy buena / Oso ona;6;Muy buena / Oso ona;0,34
24/07/2017;05:00;0,03;0,14;"Muy buena / ";0,13;0,04;;;Sin datos / Daturik gabe;11;0,63;9;Muy buena / Oso ona;10;Muy buena / Oso ona;0,15
24/07/2017;04:00;0,03;0,14;"Muy buena / ";0,13;0,04;;;Sin datos / Daturik gabe;8;;8;Muy buena / Oso ona;11;Muy buena / Oso ona;
24/07/2017;03:00;0,03;0,13;"Muy buena / ";0,13;0,04;;;Sin datos / Daturik gabe;6;;11;Muy buena / Oso ona;9;Muy buena / Oso ona;
24/07/2017;02:00;0,03;0,12;"Muy buena / ";0,14;0,04;;;Sin datos / Daturik gabe;6;;14;Muy buena / Oso ona;12;Muy buena / Oso ona;
24/07/2017;01:00;0,03;0,11;"Muy buena / ";0,14;0,04;;;Sin datos / Daturik gabe;6;;20;Muy buena / Oso ona;9;Muy buena / Oso ona;
23/07/2017;24:00;0,05;0,11;"Muy buena / ";0,15;0,04;;;Sin datos / Daturik gabe;8;;10;Muy buena / Oso ona;8;Muy buena / Oso ona;
23/07/2017;23:00;0,41;0,12;"Muy buena / ";0,15;0,04;;;Sin datos / Daturik gabe;10;;6;Muy buena / Oso ona;8;Muy buena / Oso ona;0,32
23/07/2017;22:00;;0,13;"Muy buena / ";0,16;;1;11;Muy buena / Oso ona;12;;10;Muy buena / Oso ona;10;Muy buena / Oso ona;
23/07/2017;21:00;0,03;0,15;"Muy buena / ";0,16;0,04;2;14;Muy buena / Oso ona;16;;13;Muy buena / Oso ona;15;Muy buena / Oso ona;0,34
23/07/2017;20:00;0,03;0,15;"Muy buena / ";0,16;0,04;3;14;Muy buena / Oso ona;19;;24;Muy buena / Oso ona;16;Muy buena / Oso ona;0,25
23/07/2017;19:00;0,03;0,18;"Muy buena / ";0,16;0,04;2;10;Muy buena / Oso ona;13;;20;Muy buena / Oso ona;13;Muy buena / Oso ona;0,21
23/07/2017;18:00;0,03;0,18;"Muy buena / ";0,15;0,04;2;9;Muy buena / Oso ona;12;;18;Muy buena / Oso ona;12;Muy buena / Oso ona;0,12
23/07/2017;17:00;0,03;0,17;"Muy buena / ";0,14;0,04;2;9;Muy buena / Oso ona;13;;14;Muy buena / Oso ona;9;Muy buena / Oso ona;0,15
23/07/2017;16:00;0,03;0,14;"Muy buena / ";0,14;0,04;1;7;Muy buena / Oso ona;9;;14;Muy buena / Oso ona;8;Muy buena / Oso ona;0,2
23/07/2017;15:00;0,03;0,15;"Muy buena / ";0,14;0,04;3;7;Muy buena / Oso ona;11;;16;Muy buena / Oso ona;9;Muy buena / Oso ona;0,23
23/07/2017;14:00;0,03;0,17;"Muy buena / ";0,14;0,04;1;6;Muy buena / Oso ona;8;;16;Muy buena / Oso ona;6;Muy buena / Oso ona;0,3
23/07/2017;13:00;0,03;0,16;"Muy buena / ";0,14;0,04;3;8;Muy buena / Oso ona;11;;11;Muy buena / Oso ona;5;Muy buena / Oso ona;0,23
23/07/2017;12:00;0,03;0,13;"Muy buena / ";0,13;0,04;2;7;Muy buena / Oso ona;10;;9;Muy buena / Oso ona;5;Muy buena / Oso ona;0,2
23/07/2017;11:00;0,03;0,13;"Muy buena / ";0,13;0,04;2;6;Muy buena / Oso ona;9;;8;Muy buena / Oso ona;3;Muy buena / Oso ona;0,14
23/07/2017;10:00;0,03;0,13;"Muy buena / ";0,13;0,04;3;7;Muy buena / Oso ona;12;;9;Muy buena / Oso ona;2;Muy buena / Oso ona;0,07
23/07/2017;09:00;0,13;0,14;"Muy buena / ";0,13;0,04;3;8;Muy buena / Oso ona;12;;7;Muy buena / Oso ona;4;Muy buena / Oso ona;0,17
23/07/2017;08:00;0,03;0,14;"Muy buena / ";0,13;0,04;2;7;Muy buena / Oso ona;9;;7;Muy buena / Oso ona;2;Muy buena / Oso ona;
23/07/2017;07:00;0,03;0,13;"Muy buena / ";0,12;0,04;2;10;Muy buena / Oso ona;12;0,16;11;Muy buena / Oso ona;8;Muy buena / Oso ona;0,33
23/07/2017;06:00;0,03;0,12;"Muy buena / ";0,13;0,04;;;Sin datos / Daturik gabe;9;;17;Muy buena / Oso ona;9;Muy buena / Oso ona;0,19
23/07/2017;05:00;0,03;0,12;"Muy buena / ";0,14;0,04;;;Sin datos / Daturik gabe;8;;16;Muy buena / Oso ona;10;Muy buena / Oso ona;0,07
23/07/2017;04:00;0,03;0,12;"Muy buena / ";0,15;0,04;1;10;Muy buena / Oso ona;12;;20;Muy buena / Oso ona;7;Muy buena / Oso ona;0,13
23/07/2017;03:00;0,03;0,12;"Muy buena / ";0,16;0,04;;;Sin datos / Daturik gabe;7;;19;Muy buena / Oso ona;10;Muy buena / Oso ona;0,06
23/07/2017;02:00;0,03;0,13;"Muy buena / ";0,17;0,04;;;Sin datos / Daturik gabe;5;;15;Muy buena / Oso ona;10;Muy buena / Oso ona;
23/07/2017;01:00;0,03;0,14;"Muy buena / ";0,17;0,04;;;Sin datos / Daturik gabe;5;;16;Muy buena / Oso ona;11;Muy buena / Oso ona;
22/07/2017;24:00;0,03;0,15;"Muy buena / ";0,18;0,04;2;9;Muy buena / Oso ona;12;;11;Muy buena / Oso ona;8;Muy buena / Oso ona;
22/07/2017;23:00;0,48;0,17;"Muy buena / ";0,19;0,04;1;7;Muy buena / Oso ona;8;;9;Muy buena / Oso ona;5;Muy buena / Oso ona;
22/07/2017;22:00;;0,16;"Muy buena / ";0,19;;2;8;Muy buena / Oso ona;11;;6;Muy buena / Oso ona;3;Muy buena / Oso ona;
22/07/2017;21:00;0,03;0,17;"Muy buena / ";0,19;0,04;3;10;Muy buena / Oso ona;14;;7;Muy buena / Oso ona;7;Muy buena / Oso ona;0,18
22/07/2017;20:00;0,03;0,18;"Muy buena / ";0,19;0,04;2;11;Muy buena / Oso ona;13;;7;Muy buena / Oso ona;6;Muy buena / Oso ona;0,24
22/07/2017;19:00;0,03;0,19;"Muy buena / ";0,18;0,04;2;10;Muy buena / Oso ona;13;;17;Muy buena / Oso ona;16;Muy buena / Oso ona;
22/07/2017;18:00;0,03;0,2;"Muy buena / ";0,17;0,04;1;8;Muy buena / Oso ona;10;;24;Muy buena / Oso ona;20;Muy buena / Oso ona;0,17
22/07/2017;17:00;0,03;0,2;"Muy buena / ";0,17;0,04;1;8;Muy buena / Oso ona;10;;21;Muy buena / Oso ona;15;Muy buena / Oso ona;0,46
22/07/2017;16:00;0,03;0,22;"Muy buena / ";0,17;0,04;2;7;Muy buena / Oso ona;10;;20;Muy buena / Oso ona;14;Muy buena / Oso ona;0,15
22/07/2017;15:00;0,03;0,19;"Muy buena / ";0,17;0,04;1;6;Muy buena / Oso ona;8;;18;Muy buena / Oso ona;12;Muy buena / Oso ona;0,28
22/07/2017;14:00;0,03;0,18;"Muy buena / ";0,16;0,04;2;7;Muy buena / Oso ona;10;0,09;12;Muy buena / Oso ona;6;Muy buena / Oso ona;0,33
22/07/2017;13:00;0,06;0,15;"Muy buena / ";0,16;0,04;3;11;Muy buena / Oso ona;15;0,29;9;Muy buena / Oso ona;3;Muy buena / Oso ona;0,62
22/07/2017;12:00;0,03;0,14;"Muy buena / ";0,17;0,04;2;9;Muy buena / Oso ona;11;0,25;7;Muy buena / Oso ona;2;Muy buena / Oso ona;0,66
22/07/2017;11:00;0,07;0,13;"Muy buena / ";0,17;0,04;3;10;Muy buena / Oso ona;14;0,53;13;Muy buena / Oso ona;2;Muy buena / Oso ona;0,96
22/07/2017;10:00;0,31;0,17;"Muy buena / ";0,17;0,04;5;15;Muy buena / Oso ona;23;0,93;10;Muy buena / Oso ona;5;Muy buena / Oso ona;1,94
22/07/2017;09:00;0,39;0,2;"Muy buena / ";0,17;0,04;11;23;Muy buena / Oso ona;39;0,97;13;Muy buena / Oso ona;11;Muy buena / Oso ona;2,26
22/07/2017;08:00;0,34;0,2;"Muy buena / ";0,16;0,04;15;22;Muy buena / Oso ona;44;1,1;9;Muy buena / Oso ona;16;Muy buena / Oso ona;1,98
22/07/2017;07:00;0,15;0,16;"Muy buena / ";0,16;0,04;10;20;Muy buena / Oso ona;35;1,05;12;Muy buena / Oso ona;14;Muy buena / Oso ona;1,31
22/07/2017;06:00;0,28;0,14;"Muy buena / ";0,16;0,04;4;22;Muy buena / Oso ona;28;0,83;16;Muy buena / Oso ona;16;Muy buena / Oso ona;1,54
22/07/2017;05:00;0,18;0,18;"Muy buena / ";0,16;0,04;3;23;Muy buena / Oso ona;28;0,81;13;Muy buena / Oso ona;16;Muy buena / Oso ona;1,39
22/07/2017;04:00;0,34;0,15;"Muy buena / ";0,16;0,04;4;20;Muy buena / Oso ona;27;1,73;18;Muy buena / Oso ona;14;Muy buena / Oso ona;1,47
22/07/2017;03:00;0,28;0,16;"Muy buena / ";0,16;0,04;1;16;Muy buena / Oso ona;18;0,9;15;Muy buena / Oso ona;14;Muy buena / Oso ona;1,12
22/07/2017;02:00;0,22;0,11;"Muy buena / ";0,16;0,04;1;18;Muy buena / Oso ona;20;0,51;17;Muy buena / Oso ona;10;Muy buena / Oso ona;0,96
22/07/2017;01:00;0,48;0,16;"Muy buena / ";0,16;0,04;4;28;Muy buena / Oso ona;34;0,74;28;Muy buena / Oso ona;12;Muy buena / Oso ona;1,78
21/07/2017;24:00;0,39;0,17;"Muy buena / ";0,16;0,04;2;24;Muy buena / Oso ona;26;0,46;19;Muy buena / Oso ona;12;Muy buena / Oso ona;1,37
21/07/2017;23:00;0,75;0,16;"Muy buena / ";0,16;0,04;1;25;Muy buena / Oso ona;26;0,44;15;Muy buena / Oso ona;16;Muy buena / Oso ona;1,05
21/07/2017;22:00;;0,15;"Muy buena / ";0,16;;1;27;Muy buena / Oso ona;28;;14;Muy buena / Oso ona;17;Muy buena / Oso ona;
21/07/2017;21:00;0,37;0,19;"Muy buena / ";0,16;0,04;4;31;Muy buena / Oso ona;38;1,04;15;Muy buena / Oso ona;17;Muy buena / Oso ona;2,28
21/07/2017;20:00;0,03;0,16;"Muy buena / ";0,16;0,04;4;24;Muy buena / Oso ona;29;;12;Muy buena / Oso ona;8;Muy buena / Oso ona;0,44
21/07/2017;19:00;0,03;0,14;"Muy buena / ";0,15;0,04;3;16;Muy buena / Oso ona;21;;8;Muy buena / Oso ona;6;Muy buena / Oso ona;0,47
21/07/2017;18:00;0,05;0,15;"Muy buena / ";0,15;0,04;5;19;Muy buena / Oso ona;26;;12;Muy buena / Oso ona;9;Muy buena / Oso ona;0,57
21/07/2017;17:00;0,06;0,17;"Muy buena / ";0,15;0,04;6;19;Muy buena / Oso ona;28;0,15;11;Muy buena / Oso ona;11;Muy buena / Oso ona;0,72
21/07/2017;16:00;0,13;0,18;"Muy buena / ";0,15;0,04;6;18;Muy buena / Oso ona;27;;14;Muy buena / Oso ona;14;Muy buena / Oso ona;0,82
21/07/2017;15:00;0,06;0,16;"Muy buena / ";0,14;0,04;7;17;Muy buena / Oso ona;27;;9;Muy buena / Oso ona;13;Muy buena / Oso ona;0,58
21/07/2017;14:00;0,03;0,15;"Muy buena / ";0,14;0,04;4;14;Muy buena / Oso ona;21;;6;Muy buena / Oso ona;3;Muy buena / Oso ona;0,33
21/07/2017;13:00;0,06;0,15;"Muy buena / ";0,14;0,04;6;15;Muy buena / Oso ona;23;0,18;7;Muy buena / Oso ona;5;Muy buena / Oso ona;0,42
21/07/2017;12:00;0,03;0,14;"Muy buena / ";0,13;0,04;3;15;Muy buena / Oso ona;20;0,39;8;Muy buena / Oso ona;6;Muy buena / Oso ona;0,5
21/07/2017;11:00;0,03;0,14;"Muy buena / ";0,13;0,04;6;21;Muy buena / Oso ona;31;0,43;6;Muy buena / Oso ona;7;Muy buena / Oso ona;0,61
21/07/2017;10:00;0,03;0,13;"Muy buena / ";0,13;0,04;7;18;Muy buena / Oso ona;28;0,55;4;Muy buena / Oso ona;2;Muy buena / Oso ona;0,36
21/07/2017;09:00;0,06;0,13;"Muy buena / ";0,13;0,04;5;16;Muy buena / Oso ona;24;;3;Muy buena / Oso ona;2;Muy buena / Oso ona;0,47
21/07/2017;08:00;0,03;0,14;"Muy buena / ";;0,04;6;20;Muy buena / Oso ona;28;;4;Muy buena / Oso ona;3;Muy buena / Oso ona;0,52
21/07/2017;07:00;0,07;0,15;"Muy buena / ";;0,04;7;25;Muy buena / Oso ona;35;;7;Muy buena / Oso ona;3;Muy buena / Oso ona;0,32
21/07/2017;06:00;0,04;0,14;"Muy buena / ";;0,04;3;18;Muy buena / Oso ona;23;;8;Muy buena / Oso ona;3;Muy buena / Oso ona;
21/07/2017;05:00;0,03;0,11;"Muy buena / ";;0,04;2;13;Muy buena / Oso ona;16;;5;Muy buena / Oso ona;6;Muy buena / Oso ona;
